smiles,pka
CCC1C(=O)COC1=O,4.29
O=C(O)c1cccc(O)c1,4.3
Cc1cc(C)cc(C(=O)O)c1,4.3
Cc1c(Cl)cccc1Nc1ccccc1CC(=O)O,4.3
NC(=O)C(CCC(=O)O)NC=O,4.3
O=C(O)Cc1ccccc1Nc1ccc(Cl)c(Cl)c1,4.3
CC(O)C(C(=O)O)c1ccc(-c2ccccc2)cc1,4.3
CC(=O)N1CCc2noc(O)c2CC1,4.3
Cc1cc([N+](=O)[O-])cc([N+](=O)[O-])c1O,4.31
COCC1=C(C(=O)O)CC1,4.31
O=C(O)Cc1ccccc1Nc1cc(Cl)cc(Cl)c1,4.31
O=C(O)Cc1ccccc1,4.31
O=C(O)C=Cc1ccoc1,4.31
O=C(O)CSC(c1ccccc1)(c1ccccc1)c1ccccc1,4.32
Cc1ccc(C(=O)O)cc1O,4.32
C[N+]1(CCCCC(=O)O)CCCCC1,4.33
Cc1c(C(=O)O)[nH]c2ccccc12,4.33
O=C(O)CCc1ccc(Br)cc1,4.33
O=C(c1ccccc1Cl)c1ccc2n1CCC2C(=O)O,4.33
C=CCC(=O)O,4.33
COc1cc(C(=O)O)cc(OC)c1O,4.34
O=C(O)CCCC(=O)O,4.34
Nc1ccc(C(=O)O)cc1C(=O)c1ccccc1,4.34
Nc1ccc(C(=O)O)cc1I,4.34
O=C(O)CCc1cccs1,4.34
Clc1ccccc1CN(Cc1nnn[nH]1)c1ccccc1,4.34
Clc1ccccc1CN(Cc1nn[nH]n1)c1ccccc1,4.34
CC(C)c1ccc(C(=O)O)cc1,4.35
CCc1ccc(C(=O)O)cc1,4.35
COc1ccc(C(=O)O)cc1C,4.35
CCOc1ccccc1/C=C\C(=O)O,4.35
Nc1ccc(C(=O)O)cc1Cl,4.35
Nc1ccc(C(=O)O)cc1F,4.35
O=C1C(=O)c2ccccc2C(O)=C1c1ccccc1,4.35
O=C1C(O)=C(c2ccccc2)C(=O)c2ccccc21,4.35
O=C1C=C(O)CC1,4.35
CCOC(=O)C1(CCC(=O)O)CCC(=O)NC1=O,4.35
COc1ccc(C(=O)O)cc1OC,4.36
COc1ccc(C(=O)O)c(OC)c1,4.36
CC(C)(C)OOCCC(=O)O,4.36
O=C(O)CCc1ccco1,4.36
Oc1ccccc1-c1nnn[nH]1,4.36
c1ccc(-c2nnn[nH]2)cc1,4.363333
c1ccc(-c2nn[nH]n2)cc1,4.363333
Cc1ccc(C(=O)O)cc1,4.37
Cc1ccc(CC(=O)O)cc1,4.37
CCc1ccc(CC(=O)O)cc1,4.37
[NH3+]CCCCCC(=O)O,4.37
CC(=O)Oc1ccc(C(=O)O)cc1,4.38
CC(C)CCOc1ccccc1/C=C\C(=O)O,4.38
COc1cc(C)ccc1C(=O)O,4.38
COc1cccc(/C=C/C(=O)O)c1,4.38
O=C(O)c1ccccc1Nc1ccc(CCc2ccc(Cl)c(Cl)c2)cc1,4.39
CC(C)(C)c1ccc(C(=O)O)cc1,4.4
CC(C)(C)C1CCn2nnnc2C(C(=O)O)C1,4.4
CC1=C(C)C(C(C)C(=O)O)CC1=O,4.4
CC(C(=O)O)C1=CC(=O)C(C)C1C,4.4
COCCNC(=O)c1nc(N2CCC(NC(=O)c3[nH]c(C)c(Cl)c3Cl)C(OC)C2)sc1C(=O)O,4.4
N#CC(CCC(=O)O)c1ccccc1,4.4
O=C(O)CC(O)c1ccccc1,4.4
C=C(C)C=C(C(=O)O)c1ccc([N+](=O)[O-])cc1,4.4
O=C1OCC(O)=C1O,4.4
CC(=O)C1CC=CCC1C(=O)O,4.4
O=C(O)C1=CC=CC=CC=C1,4.4
Cc1ccc(C(=O)O)cc1C,4.41
CC(O)CC(=O)O,4.41
COc1cc(CC(=O)O)ccc1O,4.41
O=C(O)C1CC1c1cccc([N+](=O)[O-])c1,4.41
CC(C)(C)c1ccc(CC(=O)O)cc1,4.42
O=C(O)c1ccc(C2CC2)cc1,4.42
O=C(O)/C=C/c1ccccc1,4.425
NCCCCCC(=O)O,4.43
O=C(O)CCCCC(=O)O,4.44
O=C(O)C=Cc1ccccc1,4.44
C[N+]1(CCCCCC(=O)O)CCCCC1,4.44
Cc1cccc(/C=C/C(=O)O)c1,4.44
O=C(O)CCc1ccoc1,4.44
O=C(O)c1ccc(OCc2ccccc2)cc1,4.44
O=C1C(=O)c2ccccc2C(O)=C1/C=C/c1ccccc1,4.44
O=C1C(O)=C(C=Cc2ccccc2)C(=O)c2ccccc21,4.44
CCOc1ccc(C(=O)O)cc1,4.45
CC(C)Cc1ccc(C(C)C(=O)O)cc1,4.45
C=CCOc1ccc(C(=O)O)cc1,4.45
O=C(O)CCc1ccsc1,4.45
COC1=CC2CCC1(C(=O)O)CC2,4.45
COc1ccccc1C=CC(=O)O,4.46
CCOC1CC1C(=O)O,4.46
O=C(O)Cc1ccc(-c2ccccc2)cc1,4.46
O=C(O)CCC(=O)c1ccc(-c2ccccc2)cc1,4.46
O=Cc1cc(Cl)cc([N+](=O)[O-])c1O,4.46
COc1ccc(C(=O)O)cc1,4.47
COC1CC1C(=O)O,4.47
O=C(O)c1ccc(/N=C/c2ccccc2)cc1,4.47
O=C(O)c1ccc(N=Cc2ccccc2)cc1,4.47
O=C(O)c1ccc(O)c(O)c1,4.48
CCCCOc1ccc(C(=O)O)cc1,4.48
O=C(O)CCC(=O)c1cccc2ccccc12,4.48
CCCCCOc1ccc(C(=O)O)cc1,4.49
COCC(COC)NC(=O)c1nc(N2CCC(NC(=O)c3[nH]c(C)c(Cl)c3Cl)C(OC)C2)sc1C(=O)O,4.5
COCC1=C(C(=O)O)CCC1,4.5
COC1CN(c2nc(-c3ncnn3C)c(C(=O)O)s2)CCC1NC(=O)c1[nH]c(C)c(Cl)c1Cl,4.5
Cc1ccccc1/C=C/C(=O)O,4.5
CCCCC=[N+]([O-])O,4.5
[NH3+]CCCCCCCC(=O)O,4.5
COc1cc(C(=O)O)ccc1O,4.51
O=C(O)CCO,4.51
O=C(O)CCCCCC(=O)O,4.51
Cn1cccc1C(=O)O,4.51
O=C(O)C1CC1c1cccc(Cl)c1,4.51
O=[N+]([O-])c1cc(C2CCCCC2)c(O)c([N+](=O)[O-])c1,4.52
O=C(O)c1ccc(Oc2ccccc2)cc1,4.52
O=C(O)CCCCCCC(=O)O,4.52
NCCCCCCC(=O)O,4.52
O=C(O)CCCCl,4.52
N#CSc1cc(C(=O)O)ccc1N,4.52
Clc1c(Cl)c(Cl)c2[nH]nnc2c1Cl,4.52
COc1ccc(C=CC(=O)O)cc1OC,4.53
O=C(O)CCCP,4.53
O=C(O)C1CC1c1ccc(Cl)cc1,4.53
CC(=O)Nc1nnn[nH]1,4.53
[NH3+]CCCCCCCCC(=O)O,4.53
O=C(O)c1ccc(O)cc1,4.54
COc1ccc(C=CC(=O)O)cc1,4.54
CCOc1ccc(C(=O)O)c(C)c1,4.54
COc1ccc(C(=O)O)c(C)c1,4.54
Clc1ccc(CN(Cc2nnn[nH]2)c2ccccc2)c(Cl)c1,4.54
Clc1ccc(CN(Cc2nn[nH]n2)c2ccccc2)c(Cl)c1,4.54
O=C(O)C1=C(CO)CCC1,4.54
[NH3+]C1CONC1=O,4.54
Cc1[nH]c(C(=O)[O-])c(C(=O)O)[nH+]1,4.54
O=C(O)CCc1ccc([N+](=O)[O-])cc1,4.54
O=Cc1ccccc1C(=O)O,4.55
O=C(O)CCCCCCCC(=O)O,4.55
COc1ccc(/C=C/C(=O)O)cc1OC,4.55
Nc1ccc(-c2nnn[nH]2)cc1,4.55
C=C=C(C)C(C)(C)C(=O)O,4.55
Cc1ccc(/C=C/C(=O)O)cc1,4.56
Cc1ccc(C=CC(=O)O)cc1,4.56
COc1ccccc1/C=C/C(=O)O,4.57
[NH3+]CCCCCCCCCC(=O)O,4.57
COc1cc(C=CC(=O)O)ccc1O,4.58
O=C(O)CCCBr,4.58
C#CCCCCC(=O)O,4.58
Cc1nn(-c2ccccc2)cc1C(=O)O,4.58
O=C(O)C1C2C=CC1CC2,4.58
NCCCCCCCC(=O)O,4.59
CC1CCCC(C(C)C(=O)O)C1,4.59
COCC1=C(C(=O)O)C2C=CC1C2,4.59
C[NH+](C)CCc1nnn[nH]1,4.59
CCCC(CCC)C(=O)O,4.6
C#CCCCC(=O)O,4.6
CCOC(=O)c1cc(C#N)c(N2CCC(C(=O)NS(=O)(=O)Cc3ccc(C)cc3)CC2)nc1C,4.6
COc1ccc(/C=C/C(=O)O)cc1,4.6
Cc1c[nH]c(C(=O)O)c1,4.6
Cc1ccc(C2CC2C(=O)O)cc1,4.6
O=C(O)/C=C/c1cccc(C(F)(F)F)c1,4.6
O=C(O)CCCOC(=O)CCCBr,4.6
O=C(O)C1CCCC(O)C1,4.6
CCOC(=O)c1cc(C#N)c(N2CCC(C(=O)NS(=O)(=O)Cc3ccccc3)CC2)nc1C,4.6
On1nnc2ccccc21,4.6
O=C(O)C=Cc1ccc2c(c1)OCO2,4.6
Cc1cccc(CCCCCCCC(=O)O)[nH+]1,4.6
CC1[NH2+]C(CCCCCCCC(=O)O)CCC1O,4.6
S=c1[nH]cnc2nn[nH]c12,4.6
CC(=O)C(C=O)C(C)=O,4.6
CCC(C)c1cc([N+](=O)[O-])cc([N+](=O)[O-])c1O,4.62
O=C(O)C=Cc1ccc(O)c(O)c1,4.62
Brc1ccc(Cc2nnn[nH]2)cc1,4.62
Brc1ccc(Cc2nn[nH]n2)cc1,4.62
COc1ccc(C2CC2C(=O)O)cc1,4.62
[NH3+]CCCCCCCCCCC(=O)O,4.62
CC(=O)C1CC(C(=O)O)C1(C)C,4.63
CC(=O)CCC(=O)O,4.64
O=C(O)C=Cc1ccc(O)cc1,4.64
NC(=O)C(CCC(=O)O)c1ccccc1,4.64
O=[N+]([O-])c1ccc(S)cc1,4.64
Cc1cc(C(=O)O)c(C)o1,4.64
C=C(C)C(=O)O,4.65
COc1cccc(CCC(=O)O)c1,4.65
O=C(O)CCc1ccc(Cl)cc1,4.65
[NH3+]CCCCCCCCCCCC(=O)O,4.65
O=C(O)CCc1ccccc1,4.66
CC(=O)CCCC(=O)O,4.66
Cc1ccc(C(=O)NS(=O)(=O)c2ccc(N)cc2)cc1C,4.66
Cc1[nH]c2ccccc2c1CC(=O)O,4.67
Cc1cc(C(CC(=O)O)c2ccccc2)ccc1O,4.67
C=CCCC(=O)O,4.68
CCOc1ccccc1/C=C/C(=O)O,4.68
Cc1cc(C(=O)O)ccc1O,4.68
Nc1n[nH]c(N)c1N=Nc1ccc(C(=O)O)cc1,4.68
CC/C=C/C(=O)O,4.69
O=C(Nc1ccc(Cl)cc1)c1cc(Cl)cc(Cl)c1O,4.7
O=C(Nc1ccccc1)c1cc(Cl)cc(Cl)c1O,4.7
Oc1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl,4.7
COc1ccc(C(=O)CCC(=O)O)cc1,4.7
CC(C)/C=C/C(=O)O,4.7
COc1cccc(S(=O)(=O)NC(=O)c2cc(-c3ccc(C#CCO)s3)c(OC)cc2OC)c1,4.7
Cc1cc(=O)oc2c(F)c(O)c(F)cc12,4.7
O=C(O)CC(c1ccccc1)c1ccccc1Cl,4.7
CCOC(=O)N1CCc2noc(O)c2CC1,4.7
C=CC[NH2+]CCCCCCCCCCC(=O)O,4.7
CC(C)C=CC(=O)O,4.7
CC(C)=C=CC(C)(C)C(=O)O,4.7
CC(=O)O,4.7
CCC(CC)C(=O)O,4.71
CCCC(CC)C(=O)O,4.71
CCC/C=C/C(=O)O,4.71
CCCC=CC(=O)O,4.71
Cc1cc(O)ccc1C(=O)O,4.71
O=C(O)CCCO,4.72
C/C=C/CCC(=O)O,4.72
COc1ccc(CCC(=O)O)cc1,4.72
CCNC(=O)C=C([70SH])c1ccccc1,4.73
Nc1cccc(C(=O)O)c1,4.74
Cc1ccc(CCC(=O)O)cc1,4.74
C#CC#CC#CCC(O)CCC(=O)O,4.75
O=C(O)Cc1c[nH]c2ccccc12,4.75
Cc1cc(C)c2c(O)c(CC(=O)O)oc2c1,4.75
CCCCC(CC)C(=O)O,4.76
O=C(Nc1ccc(F)cc1F)c1cc(Cl)cc(Cl)c1O,4.77
CC(C)CC(=O)O,4.77
Nc1ccc(S(=O)(=O)Nc2nncs2)cc1,4.77
C/C=C/C1=C(O)c2ccccc2C(=O)C1=O,4.78
CCCC(C(CC)CO)C(CC)C(=O)O,4.78
CC=CC1=C(O)C(=O)c2ccccc2C1=O,4.78
CCCC(C)C(=O)O,4.79
C/C=C/C(=O)O,4.79
O=C(O)C1CCC1,4.79
O=C(Nc1ccc(F)cc1)c1cc(Cl)cc(Cl)c1O,4.8
C=C(CCCC)C(=O)O,4.8
CC(C)(C(=O)O)C(C(N)=O)c1ccccc1,4.8
COc1ccccc1-c1nnn[nH]1,4.8
COc1ccccc1-c1nn[nH]n1,4.8
COc1ccccc1CCC(=O)O,4.8
O=C(O)/C=C/c1cccc(Cl)c1,4.8
O=C(O)C1CCCCC1O,4.8
O=C1CCC(O)=C1O,4.8
CCCCCCC(=O)O,4.8
O=C(O)c1c[nH]c2cc(Cl)c(-c3ccc(OCCO)cc3)cc12,4.8
COc1cc(OC)c(-c2ccc(C#CCO)s2)cc1C(=O)NS(=O)(=O)c1ccccc1,4.8
O=C(O)c1c[nH]c2cc(F)c(-c3ccc(C4(O)CCC4)cc3)cc12,4.8
C#CC#CC=C=CC(O)CCC(=O)O,4.8
CC(=O)NS(=O)(=O)c1ccc(C)cc1,4.8
CCC(C)C(=O)O,4.81
c1nnn[nH]1,4.815
c1nn[nH]n1,4.815
O=C(O)CCCCC1CCSS1,4.82
O=C(O)C1CC1c1ccccc1,4.82
CCCC(=O)O,4.82
CC(=O)C1CC(CC(=O)O)C1(C)C,4.82
CC(C)(C)CCC(=O)O,4.83
O=C(O)C1CC1,4.83
CC(O)C1CC(CC(=O)O)C1(C)C,4.83
CC(C)C(=O)O,4.84
CC(C)CCC(=O)O,4.84
CCC(C)CC(=O)O,4.84
O=C(O)C1CCC(O)CC1,4.84
CCCCC(=O)O,4.84
Oc1c(Cl)cc(Cl)c(Cl)c1C[NH+]1CCOCC1,4.84
Nc1ccc(C(=O)O)cc1,4.85
CC(C)CCOc1ccccc1/C=C/C(=O)O,4.85
N#CCCN(CCC#N)c1nn[nH]n1,4.85
O=S(=O)(Nc1ccccc1)C(F)(F)F,4.85
O=C(O)C1C2CCC1CC2,4.85
O=C(O)CCC1CCC(O)CC1,4.86
O=C(O)CCc1c[nH]c2ccccc12,4.87
O=c1cc(O)c2ccccc2o1,4.87
O=C(O)CCCCc1ccccc1,4.88
CC(C)(C)CCCC(=O)O,4.88
CC1CCCC(C)C1C(=O)O,4.88
CC1CCCC(C(=O)O)C1,4.88
CCC(=O)O,4.88
CCCCCC(=O)O,4.88
CCCCCCCC(=O)O,4.89
CCCCCCCCCC(=O)O,4.89
CCCCCCCCCCCC(=O)O,4.89
C[Si](C)(C)CCCC(=O)O,4.89
O=C(O)C12CCC(CC1)C2,4.89
O=C(O)c1c[nH]c2cc(F)c(-c3ccc(C4(O)CCC4)cc3)c(F)c12,4.9
O=C1C(=O)c2ccccc2C(O)=C1Cc1ccccc1,4.9
O=C1C(O)=C(Cc2ccccc2)C(=O)c2ccccc21,4.9
O=C(O)C1CCCCC1,4.9
CC#CC#CC=C=CC(O)CCC(=O)O,4.9
O=NC(=NO)c1ccccc1,4.9
O=c1ccc(O)c(Br)cc1,4.9
O=C(O)CCC1CCCCC1,4.91
C[Si](C)(C)CCC(=O)O,4.91
Oc1c(Cl)c(Cl)cc(Cl)c1C[NH+]1CCOCC1,4.915
Nc1ccccc1C(=O)O,4.95
O=C(O)CCCOc1ccc(Cl)cc1Cl,4.95
O=C(O)CCCC1CCCCC1,4.95
O=C(O)C12CC3CC(CC(C3)C1)C2,4.95
O=[N+]([O-])c1cccc(O)c1[N+](=O)[O-],4.96
CC=C(C)C(=O)O,4.96
O=C(O)CCC(=O)c1ccc2ccccc2c1,4.96
C[Si](C)(CCl)CCCC(=O)O,4.97
CC(CCC(=O)O)C1CCC2C3C(O)CC4CC(O)CCC4(C)C3CC(O)C12C,4.98
O=C(O)c1cc[nH]c1,4.98
C[Si](C)(CCCCl)CCCC(=O)O,4.98
O=C(O)C1CCCC1,4.99
COCCOc1ccc(-c2cc3c(C(=O)O)c[nH]c3cc2Cl)cc1,5
Cc1ccc(C(=O)O)[nH]1,5
Cc1cc(O)cc(=O)o1,5
CC=C(C(=O)O)c1ccc([N+](=O)[O-])cc1,5
CC1=CC(=O)CC(=O)O1,5
CCCCCCCCCCCCCCC(=O)O,5.01
CCCCCCCCCCCCCCCCCC(=O)O,5.01
CC(C1CC1C(=O)O)C1CCC2C3C(O)CC4CC(O)CCC4(C)C3CCC12C,5.01
CC(C)(C)CC(=O)O,5.01
CCC(C)(O)c1cnc(CC(C)C)c(O)[n+]1[O-],5.02
CC[Si](C)(C)CCCC(=O)O,5.02
CN(C)c1ccc(C(=O)O)cc1,5.03
CC1CC1C(=O)O,5.03
CCC(C)(C)C(=O)O,5.03
C[Si](C)(C)O[Si](C)(C)CCCC(=O)O,5.03
C[N+](C)(C)c1ccc(O)c([N+](=O)[O-])c1,5.03
CS(=O)(=O)NC(=O)NCc1ccccc1,5.04
CC1CCCCC1C(=O)O,5.04
CC1CCC(C(=O)O)CC1,5.04
CC(CCC(=O)O)C1CCC2C3C(O)CC4CC(O)CCC4(C)C3CCC12C,5.04
NC(=O)CS(=O)(=O)NC(N)=O,5.05
Cc1ccc(S(=O)(=O)NC(=O)OC(C)(C)C)cc1,5.05
CC(C[Si](C)(C)CCCCl)C(=O)O,5.05
C[Si](C)(C)CCCCCC(=O)O,5.06
COc1ccc2c(c1)nnn2O,5.07
CCOc1cc(N)ccc1C(=O)O,5.09
NC(=O)NS(=O)(=O)Cc1ccccc1,5.09
c1ccc(CCc2nnn[nH]2)cc1,5.09
c1ccc(CCc2nn[nH]n2)cc1,5.09
O=C(O)CCCCCC1NC(=O)CS1,5.1
Cc1cc[nH]c1C(=O)O,5.1
CS(=O)(=O)NC(N)=O,5.1
CC(C)=CC(=O)O,5.12
FC(F)(F)c1nc2ncncc2[nH]1,5.12
CC(C)CCC1=C(O)c2ccccc2C(=O)C1=O,5.13
CC(C)CCC1=C(O)C(=O)c2ccccc2C1=O,5.13
CC1(C(=O)O)CCCCC1,5.13
CCC/C=C(\C)C(=O)O,5.13
CC[NH+](CC)Cc1c(O)c(Cl)cc(Cl)c1Cl,5.13
Oc1c(Cl)c(Cl)cc(Cl)c1Cl,5.14
CC/C(C)=C/C(=O)O,5.14
CCOC(=O)c1nn(Cc2ccccc2)[nH]c1=O,5.14
CCOC(=O)c1nn(C)[nH]c1=O,5.14
O=S(=O)(Cc1ccccc1)c1cn[nH]n1,5.15
O=S(=O)(Cc1ccccc1)c1c[nH]nn1,5.15
CC(C)(C(N)=O)S(=O)(=O)NC(N)=O,5.15
Cc1nsc(S)n1,5.18
COC1CN(c2nc(-c3ncccn3)c(C(=O)O)s2)CCC1NC(=O)c1[nH]c(C)c(Cl)c1Cl,5.2
Nc1ccc(S(=O)(=O)Nc2cccc[n+]2[O-])cc1,5.2
O=[N+]([O-])c1ccc([N+](=O)[O-])c(O)c1,5.21
CC(C(N)=O)S(=O)(=O)NC(N)=O,5.21
Cc1nnn[nH]1,5.21
Cc1nn[nH]n1,5.21
Oc1c(Cl)cc(Cl)c(Cl)c1Cl,5.22
C[Si](C)(C)CC(=O)O,5.22
Cc1cc(O)n(-c2nc(O)cc(C)[nH+]2)n1,5.23
O=[N+]([O-])c1cccc(S)c1,5.24
Cn1cc(N)cc1C(=O)O,5.25
O=C(O)c1c[nH]c2ccccc12,5.27
C[Si](C)(CC(=O)O)c1ccccc1,5.27
O=C(O)c1ccc[nH+]c1[O-],5.28
CCc1c(O)cc(C)oc1=O,5.3
CCCCNC(=O)NS(=O)(=O)c1ccc(C)cc1,5.3
CCC1C(=O)C=C(C)OC1=O,5.3
O=NC(Cc1ccccc1)=NO,5.3
CC1c2cc(O)ccc2CC1CC(=O)O,5.3
CC(=O)c1ccc(S)cc1,5.33
Cc1nnc(NS(=O)(=O)c2ccc(N)cc2)s1,5.34
Cc1cc(C(=O)O)c[nH]1,5.35
CC(=Cc1ccccc1)CC(=O)O,5.35
CC(=O)NS(=O)(=O)c1ccc(N)cc1,5.35
Cc1ccnc(NS(=O)(=O)c2ccc(Cl)cc2)n1,5.37
C(COCCc1nnn[nH]1)OCCc1nnn[n-]1,5.37
CCOC(=O)c1c(O)nnn1Cc1ccccc1,5.38
CC1(C)SC(=S)NC1=O,5.38
CC(=O)NCc1cccc(Cn2nc(NS(=O)(=O)c3ccc(Cl)s3)c3c(C#N)cccc32)c1,5.4
COC1CN(c2nc(-c3cnccn3)c(C(=O)O)s2)CCC1NC(=O)c1[nH]c(C)c(Cl)c1Cl,5.4
O=c1[nH]c2cc(Cl)ccc2c(O)c1-c1ccccc1,5.4
CC[Si](C)(C)CC(=O)O,5.4
COC(=O)c1ccc(O)c([N+](=O)[O-])c1,5.4
NC(=O)NS(=O)(=O)c1ccc(N)cc1,5.41
O=[N+]([O-])c1ccc(O)cc1[N+](=O)[O-],5.42
O=Nc1c(O)ccc2ncsc12,5.43
CCOC(=O)c1ccc(O)c([N+](=O)[O-])c1,5.44
O=[N+]([O-])c1ccc(O)c(Cl)c1,5.45
CC(=O)NCc1cccc(Cn2nc(NS(=O)(=O)c3ccc(Cl)s3)c3c(C(C)(C)O)cccc32)c1,5.46
O=[N+]([O-])c1cccc(Cl)c1O,5.48
CCOC(=O)C(=NO)C(=O)OCC,5.48
C[N+](C)(C)Cc1ccc(S)cc1,5.5
Cc1cc(O)n(-c2nc(O)c(C)c(C)[nH+]2)n1,5.5
O=C1Oc2ccccc2C(=O)C1CC1C(=O)Oc2ccccc2C1=O,5.5
CN1CC(C(=O)Nc2ccc(Cl)cc2)C(=O)C1=O,5.51
CCOC(=O)c1c(O)nnn1C,5.54
CC(C)c1nn[nH]n1,5.55
CN1CC(C(=O)Nc2ccc(F)cc2)C(=O)C1=O,5.55
CCc1nnn[nH]1,5.59
CCc1nn[nH]n1,5.59
Oc1c(Cl)cc(Cl)cc1Cc1cc(Cl)cc(Cl)c1O,5.6
CCC1(C)NC(=O)c2cc(S(=O)(=O)Nc3ccc(OC)cc3)ccc2NC1=O,5.6
CCCc1nnn[nH]1,5.61
CCCc1nn[nH]n1,5.61
CC(=O)NCc1cccc(Cn2nc(NS(=O)(=O)c3ccc(Cl)s3)c3c(C(C)O)cccc32)c1,5.62
CC(=O)NCc1cccc(Cn2nc(NS(=O)(=O)c3ccc(Cl)s3)c3c(F)cccc32)c1,5.62
O=C1CC(=O)c2ccccc2O1,5.64
C[NH+](C)Cc1cc(-c2ccccc2)cc(C[NH+](C)C)c1O,5.65
C[n+]1nc(O)ccc1[O-],5.65
CCC[Si](C)(CCC)CC(=O)O,5.65
CC(=O)NCc1cccc(Cn2nc(NS(=O)(=O)c3ccc(Cl)s3)c3c(CO)cccc32)c1,5.66
Oc1c(Cl)cc(Cl)cc1C[NH+]1CCOCC1,5.67
O=c1cc(C(F)(F)F)c2cc(F)c(O)cc2o1,5.7
CCC1(CC)OC(=O)NC1=O,5.7
O=Cc1ccc(O)c2ncccc12,5.715
O=S(=O)(Nc1nccs1)c1ccccc1,5.73
O=C(O)CCCc1ccc(N(CCCl)CCCl)cc1,5.75
O=C1Cc2c1ccc(O)c2Br,5.75
CC[NH+](CC)Cc1cc([N+](=O)[O-])ccc1O,5.75
CC[NH+]1CCCC1CNC(=O)c1c(OC)ccc([N+](=O)[O-])c1O,5.75
C[NH+](C)Cc1cc([N+](=O)[O-])ccc1O,5.75
Sc1cccc(Cl)c1,5.76
[O-][n+]1ccc(O)cc1,5.76
O=[N+]([O-])c1ccc(O)c(C[NH+]2CCOCCOCCOCCOCCOCC2)c1,5.77
CC(=O)C(C)C(C)(C)C(=O)O,5.79
Cc1ccc(NC(=O)C2CN(C)C(=O)C2=O)cc1,5.79
O=[N+]([O-])c1ccc(O)c(C[NH+]2CCOCCOCCOCCOCC2)c1,5.79
Oc1c(Cl)ccc(Cl)c1Cl,5.8
Cc1[nH]ccc1C(=O)O,5.8
O=c1cc(O)c2ccc(Cl)cc2[nH]1,5.8
Sc1ccc(Br)cc1,5.8
CC(N=O)=NO,5.8
CCC(N=O)=NO,5.8
CC(=O)NC1CONC1=O,5.8
COC(C)=CC(=O)O,5.81
Sc1ccc(Cl)cc1,5.82
Cc1nc2c(n1C)C(=O)c1[nH]c(=O)[nH]c(=O)c1C2=O,5.82
COc1ccc(NC(=O)C2CN(C)C(=O)C2=O)cc1,5.84
Nc1ccc(S(=O)(=O)Nc2nccs2)cc1N=Nc1ccccc1,5.85
CC(=O)c1ccc(O)c2ncccc12,5.86
CN1CC(C(=O)Nc2ccccc2)C(=O)C1=O,5.86
O=c1cc(O)c2ccccc2[nH]1,5.86
CC(=O)Nc1ccc(S(=O)(=O)Nc2nccs2)cc1,5.87
O=[N+]([O-])c1ccc(O)c(C[NH+]2CCCCC2)c1,5.88
CC[NH+]1CCCC1CNC(=O)c1c(O)c(Br)cc(Br)c1OC,5.88
Cc1[nH]c2ccccc2c1C(=O)O,5.89
Cc1cc(=O)oc2cc(O)cc(F)c12,5.9
Cc1cccc(NS(=O)(=O)c2ccc(N)cc2)[n+]1[O-],5.9
O=C1c2ccccc2C(=O)C1Cc1ccccc1,5.9
O=[N+]([O-])c1[nH]cnc1Cl,5.9
O=c1cccccc1S,5.9
CCc1c(-c2ccccc2)nn(C2CC[NH+](C)CC2)c1O,5.9
CN(C)c1nnn[nH]1,5.92
CN(C)c1nn[nH]n1,5.92
CC(=O)NCc1cccc(Cn2nc(NS(=O)(=O)c3ccc(Cl)s3)c3ccccc32)c1,5.93
CC[NH+](CC)Cc1cc(Cl)cc(Cl)c1O,5.95
N#Cc1ccc(S(=O)(=O)Nc2cc3c(=O)[nH]ccc3cc2F)cc1,5.97
Oc1c(Cl)cc(Cl)cc1C[NH+]1CCCCC1,5.97
Nc1nnn[nH]1,5.98
Nc1nn[nH]n1,5.98
O=C(Nc1ccc(Cl)cc1)c1cc(Br)ccc1O,6
CC(C)CNC(=O)C(C)NC(=O)c1[nH+]ccc(O)c1[O-],6
CC(C)CNC(=O)C(Cc1ccccc1)NC(=O)c1[nH+]ccc(O)c1[O-],6
CNC(=O)C(C)NC(=O)c1[nH+]ccc(O)c1[O-],6
