smiles,pka
CC(NC(=O)c1[nH+]ccc(O)c1[O-])C(=O)NCc1ccccc1,6
O=C(NC(Cc1ccccc1)C(=O)NCc1ccccc1)c1[nH+]ccc(O)c1[O-],6
Cc1cnc(NS(=O)(=O)c2ccc(N)cc2)nc1C,6
CCC1(C)OC(=O)NC1=O,6
Cc1cc(I)c(O)c(I)c1,6
O=S(=O)(Nc1nccs1)c1ccc(O)cc1,6
CC(=O)NCc1cccc(Cn2nc(NS(=O)(=O)c3ccc(Cl)s3)c3c(Cl)cccc32)c1,6.03
Nc1ccc(S(=O)(=O)Nc2cnccn2)cc1,6.04
O=C1CCC(=O)N1O,6.04
O=[N+]([O-])c1ccc(Cl)cc1O,6.05
CNc1nnn[nH]1,6.06
CNc1nn[nH]n1,6.06
CCC[n+]1cccc2c(O)cccc21,6.06
O=[N+]([O-])c1ccc(O)cc1C(F)(F)F,6.07
O=[N+]([O-])c1ccc(F)cc1O,6.07
N#Cc1c(-c2nc3ccccc3o2)c(=O)oc2cc(O)ccc12,6.07
CC(=O)Nc1ccc(S)cc1,6.08
O=S(Cc1ccccc1)c1cn[nH]n1,6.09
O=S(Cc1ccccc1)c1cnn[nH]1,6.09
O=S(Cc1ccccc1)c1c[nH]nn1,6.09
CC(=O)CC(=O)C(F)(F)F,6.09
CNC(=O)C(Cc1ccccc1)NC(=O)c1[nH+]ccc(O)c1[O-],6.1
Cc1cc(=O)oc2cc(O)c(Cl)cc12,6.1
O=C(O)Cc1cccc2oc(-c3ccc(Cl)cc3)nc12,6.1
C=CCC1(CC=C)SC(=O)NC1=O,6.1
N#CC(C#N)=NNc1ccccc1O,6.1
CCNc1nnn[nH]1,6.12
CCNc1nn[nH]n1,6.12
C[n+]1cccc2c(O)cccc21,6.12
O=C(O)c1ccccc1N=CC=Cc1ccccc1,6.12
CC(=O)CC=O,6.12
O=C1c2ccccc2C(=O)N1O,6.13
CC1(C)OC(=O)NC1=O,6.15
O=C(Nc1ccccc1)c1cc(Cl)ccc1O,6.17
Nc1ccc(S(=O)(=O)Nc2ccncn2)cc1,6.17
CC1C(=O)c2ccccc2C1=O,6.17
O=c1ccc2ccc(O)cc2o1,6.18
O=C1NC(=O)C(Cc2ccccc2)S1,6.19
Cc1cc(=O)n2ncnc2[nH]1,6.19
CC(C)CNC(=O)CNC(=O)c1[nH+]ccc(O)c1[O-],6.2
Cc1ccc(-c2nc3cccc(C(C)C(=O)O)c3o2)cc1,6.2
Cc1nc2c(=O)[nH]c(=O)[nH]c2n1C,6.2
O=C(CNC(=O)c1[nH+]ccc(O)c1[O-])NCc1ccccc1,6.2
CC(C(=O)O)c1cccc2nc(-c3ccccc3)oc12,6.2
Cc1cc(C=O)c(O)c(C=O)c1,6.2
Oc1c(Cl)cc(Br)cc1Cl,6.21
Oc1c(Cl)cc(Cl)cc1Cl,6.23
O=S(=O)(Cc1ccccc1)c1ncn[nH]1,6.23
CC(C(=O)O)c1cccc2nc(-c3ccc(Cl)cc3)oc12,6.25
CNC(=O)CNC(=O)c1[nH+]ccc(O)c1[O-],6.3
COC(=O)c1ccccc1S,6.3
c1ccc(Nc2nnn[nH]2)cc1,6.3
c1ccc(Nc2nn[nH]n2)cc1,6.3
O=C(O)Cc1cccc2oc(-c3ccccc3)nc12,6.3
O=C(CC(=O)C(F)(F)F)c1ccccc1,6.3
CCC1(c2ccccc2)C(=O)NC(=S)NC1=O,6.3
CCCCN(C(=O)c1cc([N+](=O)[O-])ccc1O)c1ccc(N=Nc2ccc3c(c2)OCCOCCOCCOCCOCCO3)cc1,6.3
O=C(CC(=O)C(F)(F)F)c1cccs1,6.31
CC1CCc2cc(F)cc3c(=O)c(C(=O)O)cn1c23,6.325
CCN(CC)c1nnn[nH]1,6.33
CCN(CC)c1nn[nH]n1,6.33
COc1cc(C[NH+](C)C)c(O)c(C[NH+](C)C)c1,6.33
O=C(O)C12CCC(O)(CC1)CC2,6.33
S=c1[nH]c2ccccc2o1,6.33
Oc1cc(Cl)c(Cl)c(Cl)c1Cl,6.35
Fc1ccc(S)cc1,6.35
O=C1C(=NO)C=C(S(=O)(=O)[O-])c2cn[nH]c21,6.35
CCCC1(CCC)SC(=O)NC1=O,6.37
CCOC(=O)COc1ccc(C(=O)c2ccc(O)c(C[NH3+])c2)c(Cl)c1Cl,6.38
COc1cccc(S)c1,6.39
Cc1cc(=O)oc2c(F)c(O)ccc12,6.4
Cc1cc(=O)oc2cc(O)c(F)cc12,6.4
CC(C)C1=CC2=CCC3C(C)(C(=O)O)CCCC3(C)C2CC1,6.4
[O-][n+]1cccc(O)c1,6.4
O=C([O-])c1ccc(O)c([N+](=O)[O-])c1,6.41
Nc1ccc(S(=O)(=O)Nc2ncccn2)cc1,6.42
Cc1cc(C[NH+](C)C)c(O)c(C[NH+](C)C)c1,6.45
N#CC(C#N)=NNc1cccc(O)c1,6.45
O=[N+]([O-])c1cc(Cl)ccc1O,6.46
Cc1ccc(S)cc1,6.47
O=Nc1ccc(O)cc1,6.48
O=C1CSC(=S)N1,6.48
Sc1cccc2ncccc12,6.48
Sc1ccccc1,6.485
NC(=O)c1ccccc1O,6.49
CCOC(=O)c1ccccc1NC(=O)C1=C(O)C(=O)N(C)C1,6.49
Oc1ccc(Cl)c(Cl)c1Cl,6.5
COc1cc2ccc(=O)oc2cc1O,6.5
O=c1[nH]c(CCc2ccccc2)ns1,6.5
O=C1CN(C(=O)c2ccccc2)C(=S)N1,6.5
Cc1nnc(C)n1O,6.5
Sc1ccc2ncccc2c1,6.5
NS(=O)(=O)C(F)(F)Cl,6.5
CCC1C(=O)c2ccccc2C1=O,6.5
NS(=O)(=O)C(F)(F)Br,6.53
CCC1(CC)C(=O)NC(=O)N(C(=O)c2ccccc2OC)C1=O,6.54
Cc1ccnc(NS(=O)(=O)c2ccc(N)cc2)n1,6.59
O=c1oc2c(O)c(O)cc3c(=O)oc4c(O)c(O)cc1c4c23,6.59
Cc1ccccc1NC(=O)c1cc(Cl)ccc1O,6.6
COC(=O)c1nc2c(NC(C)CO)nc(SCc3cccc(F)c3F)nc2[nH]c1=O,6.6
COc1cccc2c1c(NS(=O)(=O)c1ccc(Cl)s1)nn2Cc1cccc(CNC(C)=O)c1,6.6
O=C(O)Cc1ccc2c(-c3ccccc3)cccc2c1,6.6
O=C(O)Cc1ccc2cc(-c3ccccc3)ccc2c1,6.6
O=Cc1ccc(O)cc1Cl,6.6
O=[N+]([O-])C(=NO)c1ccc(Cl)cc1,6.6
O=c1cnn(C2OC(CO)C(O)C2O)c(=O)[nH]1,6.6
O=Cc1cccc(Cl)c1O,6.61
CC(C)(C)c1cc([N+](=O)[O-])cc(C(C)(C)C)c1O,6.62
Cc1cc(O)n(C2CC[NH+](C)CC2)n1,6.63
CNc1ccc(S(=O)(=O)Nc2nc(C)cs2)cc1,6.63
O=[N+]([O-])c1ccc(NS(=O)(=O)c2ccccc2)cc1,6.63
Oc1ccccc1C1=[NH+]CCN1,6.63
Nc1c2ccccc2[nH+]c2cc(O)ccc12,6.63
CC1(C)SC(=O)NC1=O,6.64
Oc1c(Br)cccc1Br,6.67
CCOC(=O)COc1ccc(S(=O)(=O)c2ccc(O)c(C[NH3+])c2)c(Cl)c1Cl,6.67
O=C1CSC(=O)N1,6.68
O=[N+]([O-])c1cc(O)cc([N+](=O)[O-])c1,6.69
O=C(O)Cc1cc(-c2ccccc2)cc2ccccc12,6.7
O=C(O)Cc1ccc2ccc(-c3ccccc3)cc2c1,6.7
O=C(O)Cc1cccc2c(-c3ccccc3)cccc12,6.7
Oc1cccc2cccc(O)c12,6.71
C[NH+]1CCC(n2nc(-c3ccccc3)c(Cc3ccccc3)c2O)CC1,6.73
O=C(Nc1ccc(Cl)cc1[N+](=O)[O-])c1ccccc1O,6.74
COc1cccc([N+](=O)[O-])c1O,6.74
COc1ccc(S)cc1,6.76
COc1cccc2c1c(NS(=O)(=O)c1ccc(Cl)c(Cl)c1)nn2Cc1cccc(CNC(=O)C(C)(C)O)c1,6.76
Cn1cnc2c(N=O)c(O)ccc21,6.76
O=Cc1ccncc1O,6.77
Cc1ccc2c([N+](=O)[O-])ccc(O)c2n1,6.78
Oc1cncnc1,6.78
CC(=O)Nc1ccc(O)c([N+](=O)[O-])c1,6.78
Oc1c(Cl)cccc1Cl,6.79
NS(=O)(=O)C(F)(F)I,6.79
Oc1c(Br)cc(Br)cc1Br,6.8
CC1CCc2c(N3CCC(O)CC3)c(F)cc3c(=O)c(C(=O)O)cn1c23,6.8
N#Cc1cn(C2OC(CO)C(O)C2O)c(=O)[nH]c1=O,6.8
N#Cc1cn(C2CC(O)C(CO)O2)c(=O)[nH]c1=O,6.8
O=C(O)Cc1ccc(-c2ccccc2)c2ccccc12,6.8
O=C(O)Cc1ccc2cccc(-c3ccccc3)c2c1,6.8
O=c1oc2cc(O)ccc2cc1-c1nc2cc(Cl)ccc2o1,6.8
O=C(Nc1nnc(-c2ccccc2)s1)c1ccccc1,6.8
C[n+]1cccc2cccc(O)c21,6.81
COc1cccc2c1c(NS(=O)(=O)c1cccc(Cl)c1Cl)nn2Cc1cccc(CNC(=O)C(C)(C)O)c1,6.82
O=c1oc2cc(O)ccc2cc1-c1nc2ccccc2o1,6.84
O=c1cc(-c2ccccc2)oc2cc(O)c(O)cc12,6.85
N#Cc1ccccc1O,6.86
[O-]c1ccc2ccccc2[n+]1O,6.88
N#Cc1ncnc2nc[nH]c12,6.88
CCc1nsc(=O)[nH]1,6.89
CCc1nsc(O)n1,6.89
CCC1(C)NC(=O)c2cc(S(=O)(=O)Nc3ccc(C(F)(F)F)cc3)ccc2NC1=O,6.9
O=C(O)Cc1c(-c2ccccc2)ccc2ccccc12,6.9
O=C(O)Cc1cccc2cc(-c3ccccc3)ccc12,6.9
O=C(O)Cc1cccc2ccc(-c3ccccc3)cc12,6.9
O=c1ccc2ccc(O)c(O)c2o1,6.9
CS(=O)(=O)Nn1c(=O)[nH]c2cc(Cl)ccc2c1=O,6.9
COc1cc(C)nc(-n2nc(C)cc2O)n1,6.9
C[n+]1ccc2c(O)cccc2c1,6.9
O=C(Nc1ccccc1[N+](=O)[O-])c1ccccc1O,6.91
CCc1cc(Cl)c(O)c(C(=O)NCC2CCC[NH+]2CC)c1OC,6.91
CCc1cc(Cl)c(OC)c(C(=O)NCC2CCC[NH+]2CC)c1O,6.91
Nc1cc[nH+]c2c(O)cccc12,6.91
N#Cc1ccc(S(=O)(=O)Nc2ccc3cc[nH]c(=O)c3c2)cc1,6.93
CC(=O)c1ccc(NS(=O)(=O)c2ccccc2)cc1,6.94
Nc1ccc(S(=O)(=O)Nc2ccn(-c3ccc([N+](=O)[O-])cc3)n2)cc1,6.94
Oc1c(Br)cc(I)c2nc3cc(Cl)c(Cl)cc3nc12,6.95
O=Cc1ncccc1O,6.95
Nc1ccc(S(=O)(=O)Nc2nccs2)c(Cl)c1,6.95
Cc1nc(NS(=O)(=O)c2ccc(N)cc2)sc1C,6.97
CCCc1c(-c2ccccc2)nn(-c2ccccc2)c1O,7
O=C(O)Cc1cc(-c2ccccc2)c2ccccc2c1,7
Cc1cc(S(=O)(=O)Nc2nccs2)ccc1N,7
Cc1cc(C[NH3+])c(O)c(C[NH3+])c1,7
Sc1cccnc1,7.01
Oc1nsc2ccccc12,7.01
Oc1cc2ccccc2cc1C1=[NH+]CCN1,7.01
Nc1ccc(S(=O)(=O)Nc2ccn(-c3cccc([N+](=O)[O-])c3)n2)cc1,7.03
Oc1c(F)ccc(Cc2ccccc2)c1F,7.05
CN(C)c1cc[nH+]c2c(O)cccc12,7.05
Cc1ncc2c(c1O)C(=O)OC2,7.05
CC(=O)C(C[NH+]1CCCCC1)=NO,7.05
Nc1c2ccccc2[nH+]c2c(O)cccc12,7.05
Cc1cc(O)n(-c2ccc(OCc3no[n+]([O-])c3C#N)cc2)n1,7.06
COc1ccc(-n2nc(C)cc2O)cc1,7.06
COc1cccc2c1c(NS(=O)(=O)c1cccc(Cl)c1)nn2Cc1cccc(CNC(=O)C(C)(C)O)c1,7.06
Nc1ccc(S(=O)(=O)Nc2cccnn2)cc1,7.06
CC[NH+]1CCCC1CNC(=O)c1c(OC)ccc(Cl)c1O,7.07
CCC[n+]1cccc2cc(O)ccc21,7.08
C[n+]1ccc2ccc(O)cc2c1,7.09
CC1(C)CCc2c(Cl)c(O)c(Cl)c(Cl)c2O1,7.1
CCC1(C)C(=O)Nc2ccc(S(=O)(=O)Nc3ccc(F)cc3F)cc2C(=O)N1C,7.1
NS(=O)(=O)c1nn2c(=O)n(CCCl)c(=O)nc2s1,7.1
O=C(O)Cc1cc2ccccc2cc1-c1ccccc1,7.1
O=c1ccc(S(=O)(=O)c2ccccc2)n[nH]1,7.1
Cc1cc([N+](=O)[O-])ccc1O,7.1
O=COO,7.1
Cc1cc(O)n(-c2ccc(OCCCO[N+](=O)[O-])cc2)n1,7.11
O=S(=O)(Cc1ccccc1)c1ccccc1O,7.12
Oc1c(F)cccc1F,7.12
Nc1ccc(S(=O)(=O)Nc2ccc(Br)nc2)cc1,7.12
COc1cc(OC)nc(NS(=O)(=O)c2ccc(N)cc2)n1,7.12
Cc1csc(NS(=O)(=O)c2ccc(N)cc2)n1,7.12
NC(=O)c1cc[n+](COC[n+]2ccccc2C=NO)cc1,7.13
O=C(Nc1ccc(Cl)cc1Cl)c1ccccc1O,7.14
N#Cc1cccc(NS(=O)(=O)c2ccccc2)c1,7.15
C[n+]1cccc2cc(O)ccc21,7.15
O=C1C=C(S(=O)(=O)[O-])C(=NO)c2[nH]ncc21,7.15
Cc1cc(Cl)c(O)c(Cl)c1,7.19
Oc1c(F)cc(Cc2ccccc2)cc1F,7.19
CCC1(C)NC(=O)c2cc(S(=O)(=O)Nc3ccccc3Cl)ccc2NC1=O,7.2
CCCCCCCCCc1c(-c2ccccc2)nn(-c2ccccc2)c1O,7.2
CCCCc1c(-c2ccccc2)nn(-c2ccccc2)c1O,7.2
O=C(O)Cc1ccc2ccccc2c1-c1ccccc1,7.2
Cc1ccc2nc3ccc(O)cc3nc2c1,7.2
Oc1ccc(N=Nc2nc3ccccc3s2)c2cccnc12,7.2
CCOC(=O)C(=NO)C(C)=O,7.2
O=[N+]([O-])c1ccccc1O,7.23
O=C1Cc2cc(O)ccc21,7.24
CCc1cc(CC)c(OC)c(C(=O)NCC2CCC[NH+]2CC)c1O,7.24
Nc1ccc(S(=O)(=O)Nc2nccs2)cc1,7.25
CC[NH+](CC)Cc1cccc(F)c1O,7.26
[O-][n+]1cnc(NCc2ccccc2)c2nc[nH]c21,7.27
O=C(Nc1ccc(Cl)cc1)c1ccccc1O,7.3
Cc1cc(Cl)ccc1NC(=O)c1cc(F)ccc1O,7.3
CCCCCc1c(-c2ccccc2)nn(-c2ccccc2)c1O,7.3
O=c1cc(C(F)(F)F)c2ccc(O)cc2o1,7.3
CCC1(C)NC(=O)c2cc(S(=O)(=O)Nc3ccc(F)cc3F)ccc2NC1=O,7.3
CCn1c(=O)nc2sc(S(N)(=O)=O)nn2c1=O,7.3
CC(=O)N=c1sc(S(N)(=O)=O)nn1C,7.3
O=C(OO)c1ccccc1,7.3
Oc1c(Br)cc(Br)c2cccnc12,7.3
O=C(Nc1ccccc1Cl)c1ccccc1O,7.31
O=C(Nc1ccc(Br)cc1)c1ccccc1O,7.31
COc1ccc(O)c([N+](=O)[O-])c1,7.31
C[S+](C)c1ccc(O)cc1,7.31
CC(=O)N(c1ccccc1)c1nnc(S(N)(=O)=O)s1,7.32
CN(C)C(=O)C=C(O)c1ccncc1,7.32
O=c1[nH]c2ccc(F)c(Cl)c2cc1O,7.33
CCOC(=O)COc1ccc(C(=O)c2ccc(O)c(C[NH3+])c2)cc1,7.34
FC(F)(F)c1ncnc2nc[nH]c12,7.35
CCOc1cc(C)nc(-n2nc(C)cc2O)n1,7.35
Oc1cc(Cl)c(O)c(Cl)c1,7.38
O=S(Cc1ccccc1)c1ncn[nH]1,7.38
O=c1cc(-c2ccccc2)oc2cc(O)ccc12,7.39
O=C(NO)c1ccccc1O,7.39
O=C(Nc1ccccc1)c1ccccc1O,7.4
Oc1cc(Cl)c(Cl)cc1Cl,7.4
Cc1ccc(O)c([N+](=O)[O-])c1,7.4
COc1cc(C=O)ccc1O,7.4
O=Cc1cc(Br)ccc1O,7.4
O=Cc1cc(Cl)ccc1O,7.4
CC(=O)N(C)c1nnc(S(N)(=O)=O)s1,7.4
Oc1cccc2nnccc12,7.4
Cc1ccc([N+](=O)[O-])c(O)c1,7.41
O=[N+]([O-])c1ccc(S(=O)(=O)Nc2ccccc2)cc1,7.41
Cc1cc(Cl)ccc1NC(=O)c1ccccc1O,7.43
CC(=O)C(=NO)C(C)=O,7.44
Oc1ccc2nc3ccccc3nc2c1,7.45
O=Cc1ccc(O)c(O)c1,7.45
C[N+](C)(C)c1ccccc1O,7.46
Nn1cnnc1S,7.47
CC(=O)Nc1nnc(S(N)(=O)=O)s1,7.48
Cc1cc(NS(=O)(=O)c2ccc(N)cc2)nc(C)n1,7.49
CCCCCCCCc1c(-c2ccccc2)nn(-c2ccccc2)c1O,7.5
Oc1ccccc1-c1ccccc1O,7.5
CC(CO)Nc1nc(SCc2cccc(F)c2F)nc2[nH]c(=O)cnc12,7.5
CC(=O)CC(=S)Nc1ccccc1,7.5
CC[NH+](CC)Cc1c(O)cccc1Cl,7.5
O=[N+]([O-])c1cccc(S(=O)(=O)Nc2ccccc2)c1,7.5
Cc1cc(N=Nc2nc3ccccc3s2)c2cccnc2c1O,7.5
Oc1cc(Cl)ccc1Cl,7.51
FC(F)(F)c1cc(C(F)(F)F)[nH]n1,7.51
Oc1c(Cl)cc(Cl)c2cccnc12,7.51
COC(=O)C=C(O)c1ccncc1,7.51
O=Nc1ccc2ccccc2c1O,7.52
O=C1C(=NO)C=Cc2ccccc21,7.52
Oc1ccc2nnccc2c1,7.52
Cc1cc(C2(c3ccc(O)c(C)c3)OS(=O)(=O)c3c(Br)c(Br)c(Br)c(Br)c32)ccc1O,7.53
O=S(=O)(Nc1cccc(F)c1)c1ccccc1,7.54
Oc1ccccc1-c1cc2ccccc2cc1O,7.55
CNS(=O)(=O)C(F)(F)F,7.56
CC(C)[NH2+]CC(=O)c1ccc(O)cc1,7.56
Oc1ccc2ccnnc2c1,7.56
CC(=O)CC(=S)Nc1cccc(C)c1,7.56
C[NH+](C)Cc1cc(Br)ccc1O,7.58
CCC(C)c1ccc(O)c([N+](=O)[O-])c1,7.59
Fc1cc(-c2cn[nH]n2)ccn1,7.59
Fc1cc(-c2cnn[nH]2)ccn1,7.59
Fc1cc(-c2c[nH]nn2)ccn1,7.59
Nc1cc([N+](=O)[O-])ccc1O,7.6
Oc1ccc(Cl)cc1Cc1cc(Cl)ccc1O,7.6
Cc1c(O)n[nH]c1-c1ccccc1,7.6
Cc1cc(O)ccc1[S+](C)C,7.6
Clc1cc(-c2cn[nH]n2)ccn1,7.6
Clc1cc(-c2cnn[nH]2)ccn1,7.6
Clc1cc(-c2c[nH]nn2)ccn1,7.6
O=c1[nH]c2cccc(Cl)c2cc1O,7.6
Oc1c(Cc2ccccc2)c(-c2ccccc2)nn1-c1ccccc1,7.6
O=c1c(Cc2ccccc2)c(-c2ccccc2)[nH]n1-c1ccccc1,7.6
[N-]=[N+]=Nc1ncnc2nc[nH]c12,7.6
O=C1CCCC(=O)N1O,7.6
O=S(=O)([O-])c1ccc(O)c2[nH]ncc12,7.6
O=S(=O)([O-])c1ccc(O)c2cn[nH]c12,7.6
Nc1ccc(S(=O)(=O)Nc2ncccc2O)cc1,7.6
O=Cc1ccc(O)cc1,7.61
O=S(=O)(Nc1cccc(C(F)(F)F)c1)c1ccccc1,7.63
Oc1ccc(Br)cc1Cl,7.64
COc1nc(-n2nc(C)cc2O)nc(C)c1C,7.64
ON=Cc1cnns1,7.64
CC(=O)C=C(C)O,7.64
COc1cc(C(C)=O)ccc1O,7.65
CC(=O)CC(=S)Nc1ccc(C)cc1,7.65
CCC1(c2ccccc2)C(=O)NC(=S)N(C)C1=O,7.65
O=C(C=NO)C=NO,7.65
Cc1cc(O)ccc1[N+](=O)[O-],7.65
O=S1(=O)C=C(O)c2ccccc21,7.65
C[S+](C)c1cccc(O)c1,7.67
O=C(Oc1ccc([N+](=O)[O-])cc1[N+](=O)[O-])c1ccc(O)cc1,7.68
C[NH+](C)CCS,7.68
Nc1nnc(S(N)(=O)=O)s1,7.69
COc1ccc(-c2nc3nnc(SC)nc3[nH]2)c(OC)c1,7.69
Oc1cccc(Cl)c1Cl,7.7
CC1(C)CCc2c(cc(Cl)c(O)c2Cl)O1,7.7
Clc1ccc2nn[nH]c2c1,7.7
Clc1ccc2[nH]nnc2c1,7.7
Clc1ccc2n[nH]nc2c1,7.7
O=C(NO)c1cccc2ccccc12,7.7
O=S(Cc1ccccc1)c1ccccc1O,7.7
Oc1n[nH]c(-c2ccccc2)c1Cc1ccccc1,7.7
O=c1[nH]c(=O)n(C2CC(O)C(CO)O2)cc1F,7.7
Oc1ccc(I)c2nc3cc(Cl)c(Cl)cc3nc12,7.7
CC[NH+](CC)Cc1cc(Br)ccc1O,7.7
C[NH2+]CC(=O)c1ccc(O)cc1,7.7
Nc1c2ccccc2[nH+]c2ccc(O)cc12,7.71
CC[NH+](CC)CCS,7.72
Cc1cc(=O)[nH]c(=S)[nH]1,7.73
CCc1cc([N+](=O)[O-])cc(CC)c1O,7.73
Oc1ccc(N=Nc2ccncc2)cc1,7.73
COc1nc2ncncc2[nH]1,7.73
O=c1cc[nH]c(=S)[nH]1,7.75
CN(C)C(=O)CC(=O)c1ccncc1,7.75
O=C([O-])c1ccc(NS(=O)(=O)c2ccccc2)cc1,7.75
Clc1ncnc2nc[nH]c12,7.75
C[n+]1ccccc1C=NO,7.75
Oc1cnoc1,7.75
O=c1cccc(Cl)[nH]1,7.76
CCCC[NH+](CCS)CCCC,7.76
O=Nc1c(O)ccc2ccccc12,7.77
O=C1C=Cc2ccccc2C1=NO,7.77
O=S(=O)(Nc1ccc(Br)cc1)c1ccccc1,7.78
CCc1c(O)n[nH]c1-c1ccccc1,7.8
CNc1nnc(S(N)(=O)=O)s1,7.8
Cc1c(-c2ccccc2)nn(-c2ccccc2)c1O,7.8
Cc1cc(=O)oc2cc(O)ccc12,7.8
NS(=O)(=O)c1nc2ccccc2s1,7.8
Cc1c(-c2ccccc2)[nH]n(-c2ccccc2)c1=O,7.8
Nc1ccc(O)c([N+](=O)[O-])c1,7.81
Nc1n[nH]c(N)c1N=Nc1ccc(O)cc1,7.81
O=c1cc(-c2ccccc2)oc2c(O)cccc12,7.82
O=c1cc(CO)occ1O,7.82
CS(=O)(=O)c1ccc(O)cc1,7.83
Oc1cc(Cl)c(Cl)c(Cl)c1,7.84
Cc1cc(Cl)cc(Cl)c1O,7.85
SCC[NH2+]CCc1ccccc1,7.85
Nc1ccc(S(=O)(=O)Nc2ccc(S(N)(=O)=O)cc2)cc1,7.85
Oc1ccc(-c2cc(=S)ss2)cc1,7.86
SCC[NH2+]Cc1ccccc1,7.86
O=C(c1ccccc1)N(O)c1ccccc1,7.87
Oc1ccc(Cl)cc1Cl,7.89
Nc1ccc(S(=O)(=O)Nc2cccnc2)cc1,7.89
NS(=O)(=O)c1cc(C(=O)c2ccc(O)cc2)cs1,7.9
CCC1(C)NC(=O)c2cc(S(=O)(=O)Nc3ccc(Cl)cc3)ccc2N(C)C1=O,7.9
CCC1(C)NC(=O)c2cc(S(=O)(=O)Nc3ccc(OC(F)F)cc3)ccc2NC1=O,7.9
CC(C)(C)[NH2+]CC(=O)c1ccc(O)cc1,7.9
CC(=O)C(Cl)=NO,7.9
O=C(C=NO)CCl,7.9
CN(C)C(=O)c1ncnc2nc[nH]c12,7.9
Oc1c(I)cc(Cl)c2cccnc12,7.9
COc1cccc(C=O)c1O,7.91
NC(=O)CC(=O)c1ccncc1,7.91
O=CN(O)c1ccccc1,7.92
NNC(=O)C(F)(F)C(F)(F)F,7.92
CCC[NH2+]CCS,7.92
CN(O)C(=O)c1ccc([N+](=O)[O-])cc1,7.92
COc1cccc(NS(=O)(=O)c2ccccc2)c1,7.95
Oc1ccc2cnncc2c1,7.95
Cc1nnc(S)n1N,7.97
COc1ccc(O)c(N=Nc2nc(C)cs2)c1,7.98
C[N+](C)(C)CCS,7.98
CC(C)(C)C1C(=O)NC(=O)NC1=O,7.98
O=[N+]([O-])C=Cc1ccc(O)cc1,7.98
NS(=O)(=O)c1ccc(S(=O)(=O)CCCO)c([N+](=O)[O-])c1,8
CCCCCCCc1c(-c2ccccc2)nn(-c2ccccc2)c1O,8
CCCc1c(O)n[nH]c1-c1ccccc1,8
CCc1c(-c2ccccc2)nn(-c2ccccc2)c1O,8
O=c1[nH]c(=O)n(C2OC(CO)C(O)C2O)cc1I,8
O=c1[nH]cc(F)c(=O)[nH]1,8
O=S(=O)([O-])c1cc(O)c2[nH]ncc2c1,8
O=c1[nH]cc(SSc2c[nH]c(=O)[nH]c2=O)c(=O)[nH]1,8
COc1ccccc(=O)c1O,8
Oc1c(I)cc(I)c2cccnc12,8
Cc1ccc(O)cc1[S+](C)C,8.01
O=C(c1ccccc1)c1ccc(O)cc1,8.01
C[NH2+]CCS,8.02
NNC(=O)C(F)(F)C(F)(F)C(F)(F)F,8.02
O=C(NO)c1ccc([N+](=O)[O-])cc1,8.02
C[NH+](C)Cc1cc(Cl)ccc1O,8.02
CNC(=O)c1ccccc1O,8.03
CC1=CC(=O)C=C(C)C1=NO,8.04
CNC(=O)CS,8.05
CC(=O)OCCCS(=O)(=O)c1ccc(S(N)(=O)=O)s1,8.05
NNC(=O)CS,8.05
C[n+]1ccn(CCC[n+]2ccc(C=NO)cc2)c1,8.05
Oc1cc(Br)cc(Br)c1,8.06
Clc1cccc(-c2cn[nH]n2)c1Cl,8.06
Clc1cccc(-c2cnn[nH]2)c1Cl,8.06
Clc1cccc(-c2c[nH]nn2)c1Cl,8.06
Oc1cnc2ccccc2c1,8.06
Oc1ccc(-c2ccccc2)cc1Cl,8.07
C[N+](C)(C)c1cccc(O)c1,8.07
O=C(NO)c1cccc([N+](=O)[O-])c1,8.07
CC(C)[NH+](CCS)C(C)C,8.08
Cc1cnc(C)c(O)c1C=O,8.08
c1ccc(-c2nc3ncncc3[nH]2)cc1,8.09
Oc1cc(I)cc(I)c1,8.1
O=c1[nH]c2cc(-c3ccc(F)cc3)ccc2cc1O,8.1
CCC1(C)NC(=O)c2cc(S(=O)(=O)Nc3ccc(Cl)cc3)ccc2NC1=O,8.1
CCCCc1cc(Cl)cc(Cl)c1O,8.1
